Album,Song,Lyrics
,,I'm going now while I'm still young my darling meet me there
,,Wish me luck my lovely I'll send for you when I can
,,And we'll make our home in the American land
,,
,,Over there all the woman wear silk and satin to their knees
,,"And children dear, the sweets, I hear, are growing on the trees"
,,Gold comes rushing out the rivers straight into your hands
,,When you make your home in the American Land
,,
,,There's diamonds in the sidewalk the's gutters lined in song
,,Dear I hear that beer flows through the faucets all night long
,,"There's treasure for the taking, for any hard working man"
,,Who will make his home in the American Land
,,
,,I docked at Ellis Island in a city of light and spires
,,She met me in the valley of red-hot steel and fire
,,We made the steel that built the cities with our sweat and two hands
,,And we made our home in the American Land
,,
,,There's diamonds in the sidewalk the's gutters lined in song
,,Dear I hear that beer flows through the faucets all night long
,,"There's treasure for the taking, for any hard working man"
,,Who will make his home in the American Land
,,
,,"The McNicholas, the Posalski's, the Smiths, Zerillis, too"
,,"The Blacks, the Irish, Italians, the Germans and the Jews"
,,Come across the water a thousand miles from home
,,With nothin in their bellies but the fire down below
,,
,,They died building the railroads worked to bones and skin
,,They died in the fields and factories names scattered in the wind
,,They died to get here a hundred years ago they're still dyin now
,,The hands that built the country were always trying to keep down
,,
,,There's diamonds in the sidewalk the gutters lined in song
,,Dear I hear that beer flows through the faucets all night long
,,"There's treasure for the taking, for any hard working man"
,,Who will make his home in the American Land
,,Who will make his home in the American Land
,,Who will make his home in the American LandØ
High Hopes,HIGH HOPES,Monday mornin' runs to Sunday night
,,A scream slow me down before the new year dies
,,Won't take much to kill a lovin' smile
,,"And every mother with a baby cryin' in her arms, singin'"
,,"Give me help, give me strength"
,,Give a soul a night of fearless sleep
,,"Give me love, give me peace"
,,Don't you know these days you pay for everything
,,Got high hopes
,,I got high hopes
,,I got high hopes
,,I got high hopes
,,
,,"Yeah comin' from the city, comin' from the wild"
,,I see a breathless army breakin' like a cloud
,,"They're gonna smother love, they're gonna shoot your hopes"
,,Before the meek inherit they'll learn to hate themselves
,,"Give me help, give me strength"
,,Give a soul a night of fearless sleep
,,"Give me love, give me peace"
,,Don't you know these days you pay for everything
,,Got high hopes
,,I got high hopes
,,I got high hopes
,,"Yeah, I got high hopes"
,,Roy!
,,Got high hopes
,,"Yeah, I got high hopes"
,,I got high hopes
,,I got high hopes
,,
,,"Yeah so tell me someone now, what's the price"
,,I wanna buy some time and maybe live my life
,,"I wanna have a wife, I wanna have some kids"
,,I wanna look in their eyes and know they'll stand a chance
,,
,,"Give me help, give me strength"
,,Give a soul a night of fearless sleep
,,"Give me love, give me peace"
,,Don't you know these days you pay for everything
,,High hopes
,,Got high hopes
,,I got high hopes
,,"Yeah, I got high hopes"
,,Break!
,,High hopes
,,I got high hopes
,,"Yeah, I got high hopes"
,,I got high hopes
,,"Yiiii, (I got) high hopes"
,,"Yeah, high hopes"
,,"Whoa, high hopes"
,,High hopes
,,"Yeah, well, I got high hopes"
,,"Yiiii, got high hopes"
,,"Yeah, high hopes"
,,"Yeah, (I got) high hopes"
,,"Yeah, high hopes"
,,"Yeah, I got high hopes"
,,High hopesØ
,HARRY'S PLACE,Downtown hipsters drinkin_ up the drug lineØ
,,I_m down in the kitchen working in the coal mineØ
,,Got a special sin mister you can_t quite confessØ
,,Messy little problem maybe baby need a new dress
,,Razorback diamond you shine too hardØ
,,Need a hammer help you handle little trouble in your backyardØ
,,Bring it on down to Harry_s Place
,,
,,When Harry speaks it_s Harry_s streetsØ
,,In Harry_s house it_s Harry_s rulesØ
,,You don_t want to be around brother when Harry schools
,,"Its Harry_s car, Harry_s wife, Harry_s dogs run Harry_s town,"
,,Your blood and money spit shines Harry_s crown
,,You don_t fuck with Harry_s money youØ
,,"Don_t fuck Harry_s girls these are the rules, this is the worldØ"
,,When you bring it on down to Harry_s PlaceØ
,,(Bring it on down to Harry_s Place)
,,
,,"Need a little shot of somethin_ to improve your health,Ø"
,,"A taste of that one little weakness you allow yourself,Ø"
,,You_re looking for the key to that box you locked yourself inØ
,,Just step up to the line and be one of Harry_s friends
,,
,,"Shithole on the corner, no light, no signØ"
,,Nobody on the street _cept the deaf dumb and blind
,,Mayor Conner_s on the couch Father McGowan_s at the bar
,,Chief Horton_s at the door checkin_ who the fuck you are
,,Seesaw Bobby dressed in drag and Mr. Nice
,,"Carry me into the back room and dim the lights,Ø"
,,"My arms strapped to the table, a thousand angels spinnin_ up the room"
,,A voice whispers in my ear _We do what we must do._Ø
,,When we bring it on down to Harry_s Place
,,(Bring it on down to Harry_s Place)
,,
,,Nobody knows his number nobody knows his nameØ
,,If he didn_t exist it_d all go on just the same_
,AMERICAN SKIN (41 SHOTS),41 shots
,,41 shots
,,41 shots
,,41 shots
,,41 shots
,,41 shots
,,41 shots
,,41 shots....
,,and we'll take that ride
,,'cross this bloody river
,,to the other side
,,41 shots... cut through the night
,,You're kneeling over his body in the vestibule
,,Praying for his life
,,
,,"Is it a gun, is it a knife"
,,"Is it a wallet, this is your life"
,,It ain't no secret
,,It ain't no secret
,,No secret my friend
,,You can get killed just for living
,,In your American skin
,,
,,41 shots
,,Lena gets her son ready for school
,,"She says ""on these streets, Charles"
,,You've got to understand the rules
,,If an officer stops you
,,"Promise you'll always be polite,"
,,that you'll never ever run away
,,"Promise Mama you'll keep your hands in sight"""
,,
,,"Is it a gun, is it a knife"
,,"Is it a wallet, this is your life"
,,It ain't no secret
,,It ain't no secret
,,No secret my friend
,,You can get killed just for living
,,In your American skin
,,
,,"Is it a gun, is it a knife"
,,"Is it in your heart, is it in your eyes"
,,It ain't no secret
,,
,,41 shots... and we'll take that ride
,,'Cross this bloody river
,,To the other side
,,41 shots... got my boots caked in this mud
,,We're baptized in these waters and in each other's blood
,,
,,"Is it a gun, is it a knife"
,,"Is it a wallet, this is your life"
,,It ain't no secret
,,It ain't no secret
,,No secret my friend
,,You can get killed just for living
,,In your American skin
,JUST LIKE FIRE WOULD,One night in a motel room
,,Eyes cast like steel
,,I drank the wine that they left on my table
,,I knew the morning was too far
,,
,,I smoked my last cigarette
,,I stay only to defy
,,The night was dark & the land was cold
,,It_s frozen right to the bone
,,
,,"Just like fire would, I burn up"
,,Just like fire would
,,"Just like fire would, I burn up"
,,
,,500 miles I have gone today
,,Tomorrow's 500 more
,,"Outside my window the world passes by, it_s"
,,Stranger than my dreams
,,
,,"Just like fire would, I burnØ"
,,Just like fire would
,,"Just like fire would, I burn up"
,,
,,"I go to work & I earn my pay, Lord"
,,The sweat it falls to the ground
,,I see you now but we may never meet again child
,,The ice is hanging on the door
,,
,,
,,One night in a motel room
,,Eyes cast like steel
,,I drank the wine that they left on my table
,,I knew the morning was too far
,,
,,"Just like fire would, I burn up"
,,Just like fire would
,,"Just like fire would, I burn up"
,,
,,"Just like fire would, I burn"
,,Just like fire would
,,"Just like fire would, I burn up"
,DOWN IN THE HOLE,"Sun comes every morning, but it ain_t no friend"
,,I get dressed and I go back againØ
,,"The rain it keeps on fallin_, on twisted bones and dirt"
,,I_m buried to my heart here in this hurt
,,The fire keeps on burnin_ you_re waiting in the cold
,,Down in the hole
,,
,,"Dark and bloody autumn, pierces my heart"
,,The memory of your kiss tears me apart
,,"The sky above is turning, the world below_s gone gray"
,,I thought that I could turn and walk away
,,"But the fire keeps on burnin_, I_m working in the cold"
,,Down in the hole
,,
,,Radio_s cracklin_ with the headlines
,,Wind in the phone linesØ
,,The sun upon your shoulder
,,Empty city skyline
,,The day rips apartØ
,,A dark and bloody arrow pierced my heart
,,
,,I got nothin_ but hard blue sky and sunshine
,,The things you left behind
,,I wake to find my city_s gone to black
,,The days just keep on fallin_
,,Your voice it keeps on callin_Ø
,,I_m gonna dig right here until I get you back
,,"The fires keep on burning, I_m here with you in the cold"
,,Down in the hole
,HEAVEN'S WALL,(Raise your hands_)
,,
,,There was a woman waiting at the well
,,Drawing water _neath a desert sky of blue
,,"She said he_ll heal the blind, raise the dead"
,,Cure that sickness out of you
,,
,,Come on men of Gideon
,,Come all men of Saul
,,Come all sons of Abraham
,,Waiting outside heaven_s wall
,,
,,"Raise your hand, raise your hand, raise your hand"
,,"Raise your hand, raise your hand, raise your hand"
,,Together we_ll walk into Canaan land
,,"Raise your hand, raise your hand, raise your hand"
,,
,,He saw the watcher at the city gates
,,Jonah in the belly of the whale
,,He watched you walk your ragged mile
,,His mercy did not fail
,,
,,"Raise your hand, raise your hand, raise your hand"
,,"Raise your hand, raise your hand, raise your hand"
,,And together we_ll walk into Canaan land
,,"Raise your hand, raise your hand, raise your hand"
,,
,,"Lai, lai, lai lai lai, lai lai, lai lai, lai lai lai"
,,
,,"Raise your hand, raise your hand, raise your hand"
,,"Raise your hand, raise your hand, raise your hand"
,,And together we_ll walk into Canaan land
,,"Raise your hand, raise your hand, raise your hand"
,,
,,"Raise your hand, raise your hand, raise your hand"
,,"Raise your hand, raise your hand, raise your hand"
,,And together we_ll walk into Canaan land
,,"Raise your hand, raise your hand, raise your hand"
,FRANKIE FELL IN LOVE,"Good mornin_, good mornin_, the church mouse is snorin_"
,,"News is out all over town, Frankie fell in love"
,,
,,"Wake up boys, wake up, you drunken choir boys shake it up"
,,"Our Juliet says her Romeo_s been found, Frankie fell in love"
,,
,,"World peace is gonna break out, from here on in we_re eatin_ take out"
,,She ain_t gonna be cookin_ for the likes of us
,,"Somebody call mama and just tell her, Frankie fell in love"
,,
,,"Einstein and Shakespeare, sittin_ havin_ a beer"
,,Einstein tryin_ to figure out the number that adds up to bliss
,,"Shakespeare says, _Man, it all starts with a kiss_"
,,
,,"Einstein is scratchin', numbers on his napkin"
,,"Shakespeare says, _Man, it_s just one and one makes three,Ø"
,,That_s why it_s poetry_
,,
,,"World peace is gonna break out, from here on in we_re eatin_ take out"
,,She ain_t gonna be cookin_ for the likes of us
,,"Somebody call mama and just tell her, Frankie fell in love"
,,
,,"Glory, glory, it_s the same old story,Ø"
,,Kid there ain_t nothin_ anybody can do
,,"Yea it_s gonna happen to you, just like, Frankie fell in love"
,,
,,"Good evening, good evening, the church mouse is sleepin_"
,,"News is out all over town, Frankie fell in love"
,THIS IS YOUR SWORD,Brothers and sisters listen to me
,,These are the few things that I leave to thee
,,This sword of our fathers with lessons hard taught
,,This shield strong and sturdy from battles well fought
,,
,,"This is your sword, this is your shield"
,,This is the power of love revealed
,,Carry them with you wherever you go
,,And give all the love that you have in your soul
,,
,,"The times they are dark, darkness covers the earth"
,,But this world_s filled with the beauty of God_s work
,,"Hold tight to your promise, stay righteous, stay strong"
,,For the days of miracles will come along
,,
,,"This is your sword, this is your shield"
,,This is the power of love revealed
,,Carry it with you wherever you go
,,And give all the love that you have in your soul
,,
,,In the days of despair you can grow hard
,,Till you close your mind and empty your heart
,,If you find yourself staring in the abyssØ
,,Hold tight to your loved ones and remember this
,,
,,This shield will protect your sacred heart
,,This sword will defend from what comes in the dark
,,Should you grow weary on the battlefield
,,Do not despair our love is real
,,
,,"This is your sword, this is your shield"
,,This is the power of love revealed
,,Carry it with you wherever you go
,,And give all the love that you have in your soul
,,And give all the love that you have in your soul
,HUNTER OF INVISIBLE GAME,I hauled myself up out of the ditch
,,And built me an ark of gopher wood and pitch
,,Sat down by the roadside and waited on the rain
,,I am the hunter of invisible game
,,
,,Well I awoke last night to the heavy clickin_ and clack
,,And a scarecrow on fire _long the railroad tracks
,,There were empty cities and burnin_ plains
,,I am the hunter of invisible game
,,
,,We all come up a little short and we go down hard
,,These days I spend my time skipping through the dark
,,"Through the empires of dust, I chant your name"
,,I am the hunter of invisible game
,,
,,Through the bone yard rattle and black smokeØ
,,"We rolled on,Ø"
,,Down into the valley
,,Where the beast has his throne
,,There I sing my song and I sharpen my blade
,,I am the hunter of invisible game
,,
,,Strength is vanity and time is illusion
,,"I feel you breathin_, the rest is confusion"
,,"Your skin touches mine, what else to explain"
,,I am the hunter of invisible game
,,
,,Now pray for yourself that you may not fall
,,When the hour of deliverance comes on us all
,,When our hope and faith and courage and trust
,,Can rise or vanish like dust into dust
,,There_s a kingdom of love waiting to be reclaimed
,,I am the hunter of invisible game
,,
,,I am the hunter of invisible game
,,I am the hunter of invisible game
,THE GHOST OF TOM JOAD,Men walkin_ _long the railroad tracksØ
,,"Goin_ someplace, there_s no goin_ back"
,,Highway Patrol choppers comin_ up over the ridgeØ
,,Hot soup on a campfire under the bridge
,,Shelter line stretchin_ _round the corner
,,Welcome to the new world order
,,Families sleepin_ in their cars in the southwest
,,"No home, no job, no peace, no rest"
,,
,,Well the highway is alive tonight
,,But nobody_s kiddin_ nobody about where it goes
,,I_m sittin_ down here in the campfire lightØ
,,Searchin_ for the ghost of Tom Joad
,,
,,He pulls a prayer book out of his sleepin_ bagØ
,,Preacher lights up a butt and takes a dragØ
,,Waitin_ for when the last shall be first and the first shall be lastØ
,,In a cardboard box _neath the underpass
,,You got a one way ticket to the promised landØ
,,You got a hole in your belly and a gun in your hand
,,Sleeping on a pillow of solid rockØ
,,Bathin_ in the city_s aqueduct
,,
,,The highway is alive tonight
,,But where it_s headed everybody knows
,,I_m sittin_ down here in the campfire lightØ
,,Waitin_ on the ghost of Tom Joad
,,
,,"Now Tom said, _Mom, wherever there_s a cop beatin_ a guyØ"
,,Wherever a hungry new born baby criesØ
,,Where there_s a fight _gainst the blood and hatred in the airØ
,,Look for me mom I_ll be there.
,,Wherever somebody_s fightin_ for a place to standØ
,,Or a decent job or a helpin_ hand.Ø
,,"Wherever somebody_s strugglin_ to be free,Ø"
,,Look in their eyes ma you_ll see me._
,,
,,Well the highway is alive tonight
,,Where it_s headed everybody knows
,,I_m sittin_ down here in the campfire lightØ
,,With the ghost of old Tom Joad
,,
,,
,,Well the highway is alive tonight
,,But nobody_s kiddin_ nobody about where it goes
,,I_m sittin_ down here in the campfire lightØ
,,With the ghost of old Tom Joad
,,
,,With the ghost of old Tom Joad
,,With the ghost of old Tom Joad 
,THE WALL,Cigarettes and a bottle of beer this poem that I wrote for you
,,This black stone and these hard tears are all I got left now of you
,,"I remember you in your Marine uniform laughin_, laughin_ at your ship out party"
,,I read Robert McNamara says he's sorry
,,
,,"Your high boots and striped T-shirt, Billy you looked so bad"
,,You and your rock-n-roll band you were best thing this shit town ever had
,,Now the men who put you here eat with their families in rich dining halls
,,And apology and forgiveness got no place here at all at the wall
,,
,,"I_m sorry I missed you last year, I couldn't find no one to drive me"
,,"If your eyes could cut through that black stone, tell me would they recognize me"
,,"For the living time it must be served, the day goes on"
,,"Cigarettes and a bottle of beer, skin on black stone"
,,
,,"On the ground dog tags and wreaths of flowers, with ribbons red as the blood"
,,Red as the blood you spilled in the Central Highlands mud
,,Limousines rush down Pennsylvania Avenue rustling the leaves as they fall
,,Apology and forgiveness got no place here at all
,,Here at the wall
,DREAM BABY DREAM ,Dream baby dream
,,Dream baby dream
,,Dream baby dream
,,Come on and dream baby dream
,,Come on and dream baby dream
,,We gotta keep the light burning
,,"Come on, we gotta keep the light burning"
,,"Come on, we gotta keep the light burning"
,,"Come on, we gotta keep the light burning"
,,Come on and dream baby dream
,,We gotta keep the fire burning
,,"Come on, we gotta keep the fire burning"
,,"Come on, we gotta keep the fire burning"
,,Come on and dream baby dream
,,Come open up your heart
,,Come on and open up your heart
,,Come on and open up your heart
,,"Come on dream on, dream baby dream"
,,Come on and open up your heart
,,Come on and open up your hearts
,,Come on and open up your hearts
,,"Come on dream on, dream baby dream"
,,"Come on, we gotta keep on dreaming"
,,"Come on, we gotta keep on dreaming"
,,"Come on,_"
The Ties That Bind: The River Collection,MEET ME IN THE CITY (THE RIVER: OUTTAKES),"Hey girl I_m callin_ all stations, blowin down the wire tonight"
,,"I_m singing through these power lines, I_m runnin_ on time and feelin_ alright"
,,"Skippin_ over the currents in the air, reachin_ to see if you_re out there"
,,"Come across your radio station, calling out nation to nation"
,,"If you can hear me then say alright, and if you canØ"
,,Meet me in the city tonight
,,
,,I was busted for feeling no pain
,,Charged with doin_ things I can_t explain
,,Picked up for parole violation
,,Locked with the boys in the subway station
,,Handcuffed on the killing floor
,,Transmittin_ from behind these jailhouse doors
,,"If you_re sick, if you_re tired, if you_re bored"
,,"Then check the line, check the time, check the action, check the score"
,,"Come and get me if I ain_t right, but if I am"
,,Meet me in the city tonight
,,
,,Everybody_s lost in romance
,,Do you feel the way I feel
,,"I_m just searching, girl, for the blood, for the bone, for the muscle, for what_s real"
,,
,,I was busted for feeling no pain
,,Charged with doin_ things I can_t explain
,,Picked up for parole violation
,,Locked with the boys in the subway station
,,I pushed my way through the heart of the crowd
,,I shoved my way through the heart of the crowd
,,Past the sign saying this is not allowed
,,To where someone_s standing straight and shouting out loud
,,Handcuffed to the jailhouse doorØ
,,Transmittin_ from the gallows floor
,,"If you_re sick, if you_re tired, if you_re bored"
,,"Check the line, check the time, check the action, check the score"
,,"If you can holler, then say alright"
,,"If you can holler, then say alright"
,,"If you can holler, then say alright"
,,"If you can holler, then say alright"
,,"If you can holler, then say alright, and if you can"
,,
,,Meet me in the city tonight
,,Meet me in the city tonight
,,Meet me in the city tonight
,,Meet me in the city tonight
,THE MAN WHO GOT AWAY (THE RIVER: OUTTAKES),Last night I went to the Coronado
,,I bought my ticket and I found my seat
,,It was a new adventure straight from Hollywood
,,Lights went down as I felt the heat
,,They went tearin_ from the final scene
,,"Burnin_ rubber, spillin_ gasoline"
,,As the credits rolled away
,,They were still chasin_Ø
,,The man who got away
,,
,,Every night for weeks and weeks now
,,"I beat the traffic, I beat the heat now"
,,For two hours I can believe
,,The man who got away was me
,,I went tearin_ from the final scene
,,"Burnin_ rubber, spillin_ gasoline"
,,As the credits rolled away
,,They were still chasin_Ø
,,The man who got away
,,
,,"Drove into Stockton, my radio went dead"
,,That_s when I heard what the newsman said
,,Said: _armed robbery on the ten-hundred block
,,Was two men involved and one man shot
,,While his accomplice made the paydayØ
,,With a 45 he blew the cashier away way
,,Last seen headed on the State Highway
,,Drivin_ a late model Chevrolet_
,,
,,I went screaming from the final scene
,,In a hail of bullets and flamin_ gasoline
,,As the credits rolled away
,,They were still chasin_Ø
,,The man who got away
,,"Man who got away, man who got away"
,,Man who got away
,LITTLE WHITE LIES (THE RIVER: OUTTAKES),We met on open streets where we both had no place to go
,,"I remember how my heart beat when you said _Oh, Billy I love you so_"
,,"Now, standing in the doorway, did you ever think that we could look this oldØ"
,,Victims of the little white lies that we told
,,
,,"We didn_t count tomorrows, we took what we could and ran"
,,"There was no time for sorrow, every place you went I held your hand"
,,"And when the night closed in, I was sure your kisses told me all I had to know"
,,But they never whispered the little white lies that we told
,,
,,"It was so good at the start, nothin_ could ever pull it apart"
,,Runnin_ hand in hand through the rain
,,"But soon the heart break, soon the pain girl"
,,
,,"There were no cold denials, nobody really lied"
,,"It wasn_t in the things we said girl, just time spent, promises implied"
,,And when it began to fall apart eaten quietly away from the inside
,,Bit by bit by those little white lies
,,
,,"Now standing in the doorway did you ever think, ever think that we could look this oldØ"
,,Victims of the little white lies that we told
,,"Now lying here in the dark, did you ever think, ever think that we could be this cold"
,,Just as cold as the little white lies that we told
,,
,,Little white lies
,,Little white lies
,,Little white lies
,,Little white lies
,,Little white lies
,,Little white lies
,,Little white lies
,,Little white lies
,THE TIME THAT NEVER WAS (THE RIVER: OUTTAKES),Sometimes I wake up in the morning and it cuts me like a knife
,,"I come face-to-face with my longing for another world, another life"
,,"And a time that never was, oh a time that never was"
,,
,,"We drove on, fueled not by the future, but by a past we could never touch"
,,"Forced to run head-on collisions, till we vanished in the dustØ"
,,"Of a time that never was, the time that never was"
,,
,,"So kiss me once more baby, one more kiss you must"
,,"Don_t ever let me forget, girl, a time that never was"
,,"A time that never was, the times that never was"
,,"The time that never was, the time that never was"
,NIGHT FIRE (THE RIVER: OUTTAKES),Now you_re runnin_ with the right crowd
,,Well you better watch the friends you_re choosin_
,,Girl you_re a walkin_ winner now
,,You better keep your eye on who_s doin_ the losin_
,,All the faces staring down your throat
,,"All the eyes, darlin_, that are never closed"
,,"In your sadness, girl, maybe there_s somethin_ that you ought to know"
,,"Night fire, the night fire is out in the dark burnin_"
,,"Night fire, the night fire is down in the street yearning"
,,
,,You_re runnin_ with the right crowd
,,Money and the wine are flowin_
,,You found your place with the right crowd
,,"But you forgot about that storm, that storm that_s blowin_"
,,"(Dance on) Let the music play, (Dance on) let the night roll to day"
,,(Dance on) Don_t listen to what they say
,,"Just keep movin_ to the beat, to the beat, to the big beat"
,,"Night fire, the night fire is out in the dark burnin_"
,,"Night fire, the night fire is down in the street yearning"
,,
,,Will they punch your ticket as you grow old
,,Do you really get used to bein_ bought and sold
,,Does that brand new dress keep out the cold
,,Do your brand new friends help you to keepØ
,,Your pretty eyes from seein_ what they shouldn_t see
,,The sound of breaking glass and runnin_ feet
,,The sound of breaking glass and runnin_ feet
,,Won_t you tell me baby I got to know
,,Won_t you tell me baby I got to know
,,Won_t you tell me baby I got to know
,,Won_t you tell me baby I got to know
,,Won_t you tell me baby I got to know
,,
,,"Night fire, the night fire is out in the dark burnin_"
,,"Night fire, the night fire is down in the street yearning"
,,"Night fire, the night fire is out in the dark burnin_"
,,"Night fire, the night fire is down in the street yearning"
,,Ooh ooh oh oh_
,WHITETOWN (THE RIVER: OUTTAKES),Mary Ann on the avenue
,,Girl all dressed up in Kensington blue
,,Down where the hammer falls
,,She_s born and bred within Whitetown walls
,,Each and every day slowly passes away
,,From a passing car she hears the music playØ
,,Beneath the _El_ she starts to sway
,,Down in Whitetown
,,Down in Whitetown
,,Down in Whitetown
,,
,,Johnny_s trying to make his way
,,"He_s got a job, mister it don_t pay"
,,He sits and counts the scars
,,On a stool down the end of a Whitetown bar
,,And the old men here piss their lives away
,,Drinking and joking about their cop-fighting days
,,"Ain_t no answers here, just the past and fear"
,,Of spending the rest of your daysØ
,,Down in Whitetown
,,Down in Whitetown
,,Down in Whitetown
,,
,,In a dream salvation comes with a beat
,,Or the sound of breaking glass and running feet
,,The beat that echoes down through the streets
,,Mary Ann dances on
,,Down in Whitetown
,,Down in Whitetown
,,Whitetown
,,Down in Whitetown
,,Down in Whitetown
,,Down in Whitetown
,CHAIN LIGHTNING (THE RIVER: OUTTAKES),"There_s a rumble in the park, there_s a thunder in the dark"
,,"The night_s so quiet, it_s chain lightning"
,,Beneath a street light two boys boppin_ in the night
,,They had somethin_ in _em called chain lightning
,,
,,"Though you never hear a sound, there_s a fire underground"
,,"Rumbling through the town, you can_t keep it from comin_ down"
,,"Lovers walking through the mist, Romeo he steal a kiss"
,,Caught up in the moment of chain lightning
,,
,,"Now I don_t know about romance, but baby it_s the latest dance"
,,"Everybody_s getting up, doin_ it, chain lightning"
,,All along the strand baby down in jungleland
,,Everybody_s caught up in chain lightning
,,
,,Ever hear the sound of a fire underground
,,Rumblin_ through the town the big cold is comin_ down
,,"Sittin_ at the light, I_m a rider in the night"
,,Streaking light to light for chain lightning
,,
,,"I ain_t into style, baby I ain_t into fashion"
,,I just got a passion for chain lightning
,,"Sittin_ at the light, I_m a rider in the night"
,,Streaking light to light for chain lightning
,PARTY LIGHTS (THE RIVER: OUTTAKES),I know the girls grow up fast where you come from
,,"You left behind what was asked and you were married, baby, oh so young"
,,Now that little girl of yours looks like she_s growing up overnight
,,Do you miss the party lights
,,Do you miss the party lights
,,Do you miss the party lights when you_re lying in bed at night
,,
,,"He was gonna be your Romeo, you were going to be his Juliet"
,,These days you don_t wait on Romeos
,,You just wait on that welfare check
,,While other girls your age are out with lovers taking in the night
,,Do you miss the party lights
,,Do you miss the party lights
,,Do you miss the party lights when you_re lying in bed at night
,,
,,Sometimes I see you on the street and you look so tired
,,I know that job you_ve got leaves you so uninspired
,,When I stop by to take you out to eat
,,"I find you lying, all dressed up on the bed, baby, fast asleep"
,,
,,"Then as I lean across the bed, darlin_, to switch out the light"
,,I wonder if you miss the party lights
,,Do you miss the party lights
,,Do you miss the party lights when you_re lying in bed at night
,,
,,"Grab your coat and grab your hat, go in the bathroom put that makeup on"
,,"We_re gonna take that little brat, we_re gonna drop her off at your Mom_s"
,,"Just give me a sign, I_m waiting on the line tonight"
,,If you miss the party lights
,,If you miss the party lights
,,If you miss the party lights when you_re lying in bed at night
,,
,,Do you miss the party lights when you_re lying in bed at night
,,Do you miss the party lights
,,Do you miss the party lights
,,Do you miss the party lightsØ
,,Do you miss the party lights
,,Do you miss the party lights
,,Do you miss the party lights
,STRAY BULLET (THE RIVER: OUTTAKES),In the tall grass we held hands
,,Down by the river we made plans
,,Of what would and would not be
,,It was impossible to see
,,
,,Their black boots shone in the sun
,,They were waiting on the Annandale train when my baby come
,,Little girl with the long black hair
,,Do you know what lies _neath the long coats that they wear
,,
,,Once I swore you_d ride with me (To some far and distant shore)
,,Down where this river meets the sea (I_ll make you mine forevermore)
,,Over these dark hills I walk along (Just to hold you in my arms)
,,To lie with you on a bed of stone
,,
,,River blood red with the years
,,You can flood this valley with a thousand tears
,,Wash away all that_s been found
,,But you_ll never wash away the sound
,,Of the stray bullet that shot my baby down
,,Of the stray bullet that shot my baby down
,,Of the stray bullet that shot my baby down
,,Of the stray bullet that shot my baby down
,MR. OUTSIDE,They call him Mr. Outside _cause he don_t care
,,Mr. Outside he_s just having his fun
,,Mr. Outside he_s just looking out for number one
,,
,,Mr. Outside oh your money and your powerØ
,,Won_t help you come the dark hour
,,Kingdoms crumble to your feet
,,You_re left another thief out on the street
,,
,,"Mr. Outside yeah, he don_t care"
,,Mr. Outside he_s just having his fun
,,Mr. Outside looking out for number one
,,
,,Dark glasses and money for hire
,,All the riches and high-tension wire
,,"He got long dark, dark Cadillac"
,,"He got pretty little, little girl in back"
,,
,,"Mr. Outside oh lord, he don_t care"
,,Mr. Outside has his fun
,,Mr. Outside he_s just looking out for number one
,,
,,"Mr. Outside oh yeah, he don_t care"
,,Mr. Outside he_s just having his fun
,,Mr. Outside looking out for number one
,ROULETTE,We left the toys out in the yard
,,I took my wife and kids and left my home unguarded
,,We packed what we could into the car
,,No one here knows how it started
,,Suddenly everything was just so out of control
,,"Now I want some answers, mister, I need to know"
,,I hear all the talk but I don't know what you're sayin'
,,But I think I got a good idea of the game that you're playin'
,,
,,"Roulette, that's the name"
,,"Roulette, that's the game now"
,,"Roulette, I don't know what they're sayin'"
,,"Roulette, everybody's playin'"
,,
,,I grew up here on this street
,,"Where nothin' moves, just a strange breeze"
,,In a town full of worthless memories
,,There's a shadow in my backyard
,,I've got a house full of things that I can't touch
,,Well all those things won't do me much good now
,,"I was a fireman out at Riker's, I did my job"
,,"Mister, I've been cheated, I feel like I've been robbed"
,,"I'm the big expendable, my life's just canceled null and void"
,,Well what you gonna do about your new boy
,,
,,"Roulette, you're playin' with my life"
,,"Roulette, with my kids and my wife"
,,"Roulette, every day the stakes get bigger"
,,"Roulette, a different finger on the trigger"
,,
,,Down by the river that talks
,,The night speaks in searchlights
,,And shortwave radios squawk
,,The police patrol the streets
,,But I've left behind the man I used to be
,,Everything he believed and all that belonged to me
,,I tried to find my way out to somewhere where I thought it'd be safe
,,They stopped me at the roadblock they put up on the interstate
,,They put me in detention but I broke loose and then I ran
,,They said they want to ask me a few questions but I think they had other plans
,,Now I don't know who to trust and I don't know what I can believe
,,They say they want to help me but with the stuff they keep on sayin'
,,I think those guys just wanna keep on playin'
,,
,,"Roulette, with my life"
,,"Roulette, with my kids and my wife"
,,"Roulette, the bullet's in the chamber"
,,"Roulette, who's the unlucky stranger"
,,"Roulette, surprise, you're dead"
,,"Roulette, the gun's to your head"
,,"Roulette, the bullet's spinning in the chamber"
,,"Roulette, pull the trigger, feel the click"
,,No further dangerØ
,RESTLESS NIGHTS,Once we ran and lived as one
,,"In another world, my little one"
,,Where whispering trees and dark rivers run
,,I told a dream to you
,,Now outside the streets are gray
,,And the childhood games we played
,,Have faded away
,,
,,"My baby, she has restless nights"
,,(She has restless nights)
,,"My baby, she has restless nights"
,,
,,On late-night movie screens
,,Young lovers look so sure
,,Lost in wide-wake dreams
